data_len;percentage_cons;function;time;score;truthness
100;40;call_GA;11.260272979736328;16.3359576997;True
100;50;run_cop_kmeans;0.19489097595214844;17.410919784;False
100;50;PLNE;6.461354970932007;17.410919784;False
100;50;call_CSP;1.1541271209716797;17.410919784;True
100;50;call_GA;6.164776802062988;16.3359576997;True
100;60;run_cop_kmeans;0.19982218742370605;17.410919784;False
100;60;call_CSP;1.7845089435577393;17.410919784;True
100;70;run_cop_kmeans;0.20736217498779297;17.410919784;False
100;70;PLNE;6.865189075469971;17.410919784;False
100;70;call_CSP;1.18375825881958;17.410919784;True
100;70;call_GA;12.010717868804932;17.410919784;True
100;80;run_cop_kmeans;0.23268890380859375;17.410919784;False
100;80;PLNE;7.656918048858643;17.410919784;False
100;80;call_CSP;0.4686617851257324;17.410919784;True
